title,artist,album,isrc,genre
(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,USAM19190012,Rock > Hard Rock > Power Ballad
(I Can't Get No) Satisfaction,The Rolling Stones,Big Hits (High Tide And Green Grass - HD 176kHz/24-bit),USA176510160,Rock > Blues Rock
11 O'Clock Tick Tock,U2,Boy,GBUM70803092,Rock > Post-Punk
1998 (Delicious),Peace,EP Delicious,GBARL1200964,Rock > Indie Rock
A Ella,El Poder Del Norte,A Ellas,MXUM70801008,Roots > Regional Mexicano > Norteño
A Forest,The Cure,Seventeen Seconds,GBALB8000007,Rock > Post-Punk
A Great Snake,The Lemon Twigs,Do Hollywood,GBAFL1600340,Rock > Progressive Rock
A Horse with No Name,America,America,USWB11304213,Rock > Folk Rock
A Means to an End (2007 Remaster),Joy Division,"Closer + bonus (Live at the University of London Union, 8 February 1980)",GBAAP0600155,Rock > Post-Punk
"A Mí, ¿Qué Me Quedó?",Los Invasores de Nuevo León,Vuelvo Contigo,MXF069700476,Roots > Regional Mexicano > Norteño
A Pesar De Ti,La Mafia,Ahora y Siempre,USSD19906037,Roots > Regional Mexicano > Texano
A Pesar De Todo,Jimmy Gonzalez Y Grupo Mazz,Quién Iba A Pensar (Remastered),USG2M0600578,Roots > Regional Mexicano > Texano
A Pesar Del Dolor,Oswaldo Morelos,Juntos Para Siempre,COC019723212,Roots > Folk > Latin Folk > Vallenato
A Place To Hide,White Lies,To Lose My Life ...,GBUM70812607,Rock > Post-Punk
A Punto De Marcharme,Lalo Mora,45 Éxitos,MXF060400599,Roots > Regional Mexicano > Banda
A Puro Dolor,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011700,Roots > Regional Mexicano > Texano
A Quien,El Poder Del Norte,Piel De Angel,MXUM71003068,Roots > Regional Mexicano > Norteño
A Tu Lado,Bobby Pulido,Bobby Pulido & Friends Una Tuya Y Una Mía,MXUM72501506,Roots > Regional Mexicano > Texano
A besitos,Los Diablitos,Mas Vallenato,COC019924025,Roots > Folk > Latin Folk > Vallenato
A.M. 180,Grandaddy,Under The Western Freeway,GBAEN9700055,Rock > Indie Rock
Abeja Reína,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801500,Roots > Regional Mexicano > Norteño
About A Girl ,Nirvana,Bleach (Deluxe Edition),USSUB1383433,Rock > Grunge
Abrazame,Alejandro Fernández,Mexico Madrid En Directo Y Sin Escalas,MXF140500208,Roots > Regional Mexicano > Ranchera
Abrázame Y Bésame,Bobby Pulido,Abrázame Y Bésame,MXUM72501515,Roots > Regional Mexicano > Texano
Aca Entre Nos,Los Dos Gilbertos,Te Sigo Queriendo,US2Y30632128,Roots > Regional Mexicano > Norteño
Acepto Mi Derrota,El Poder Del Norte,Aquí Están!..,MXUM70801015,Roots > Regional Mexicano > Norteño
Acostumbrándome,Duelo,El Amor No Acaba,USUM50110290,Roots > Regional Mexicano > Texano
Acuerdate,Los Gigantes del Vallenato,Pisando Fuerte,COC019723046,Roots > Folk > Latin Folk > Vallenato
Acuerdate de mí,Pesado,Pesadisimo,MXF169500005,Roots > Regional Mexicano > Norteño
Adolescent Sex,Japan,Adolescent Sex,GBARL7800021,Rock > Post-Punk
Adúltera,Arnulfo Jr. Rey Y As,El Pirata Del Amor,MXUM70806477,Roots > Regional Mexicano > Norteño
Agua Caliente,Fabian Corrales,Grandes Éxitos de Fabián Corrales,COF010000603,Roots > Folk > Latin Folk > Vallenato
Aguanta Corazón,Los Invasores de Nuevo León,Aguanta Corazón,MXF068200001,Roots > Regional Mexicano > Norteño
Ahora,Los Campeones De Raul Ruiz,Grandes Exitos Vol. I,US2Y30728656,Roots > Regional Mexicano > Norteño
Ahora y Siempre,La Mafia,Ahora y Siempre,USSD19906039,Roots > Regional Mexicano > Texano
Ajena,Nelson Velasquez,La Historia Continúa,COC011310912,Roots > Folk > Latin Folk > Vallenato
Al pensar en ti,Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001117,Roots > Cumbia
Algo en Tí,La Leyenda,Lo Mejor De - 12 Grandes Exitos,MX2971100075,Roots > Regional Mexicano > Texano
Alguien Te Va A Hacer Llorar,Intocable,X,USEL10400380,Roots > Regional Mexicano > Texano
Alice Isn't Playing,Sad Lovers & Giants,Epic Garden Music,GBBLY9600017,Rock > Post-Punk
Alive,Pearl Jam,Ten,USSM19100003,Rock > Grunge
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,USQX90900749,Rock > Psychedelic Rock
All Apologies,Nirvana,In Utero,USGF19960712,Rock > Grunge
All Die Young,Smith Westerns,Dye It Blonde,USFP71023504,Rock > Indie Rock
All Sparks,Editors,The Back Room,GBGAC0500009,Rock > Post-Punk
All the Rage Back Home,Interpol,El Pintor,USMTD1404915,Rock > Post-Punk
Always,Bon Jovi,Cross Road,USPR39412221,Rock > Hard Rock > Power Ballad
Am I Really Going To Die,White Lies,As I Try Not To Fall Apart,GBENL2103082,Rock > Post-Punk
Amarga Pena,El Poder Del Norte,Aquí Están!..,MXUM70801011,Roots > Regional Mexicano > Norteño
Amarte A La Antigua,Pedro Fernández,Amarte A La Antigua,MXUM70901509,Roots > Regional Mexicano > Ranchera
Amazing,Aerosmith,Get A Grip,USIR10000426,Rock > Hard Rock > Power Ballad
Amiga Soledad,Duelo,El Amor No Acaba,USUM50110280,Roots > Regional Mexicano > Texano
Amnesia,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801504,Roots > Regional Mexicano > Norteño
Amor A La Ligera,Los Invasores de Nuevo León,Amor A La Ligera,MXF068300011,Roots > Regional Mexicano > Norteño
Amor Maldito,Intocable,Intocable,USEL19800123,Roots > Regional Mexicano > Texano
An Cat Dubh,U2,Boy,GBUM70713117,Rock > Post-Punk
An End Has a Start,Editors,Black Gold : Best of Editors,GBGAC0700016,Rock > Post-Punk
Anhelos,Alfredo Gutierrez,Romance Vallenato,COC017209858,Roots > Folk > Latin Folk > Vallenato
"Another Brick in the Wall, Pt. 2",Pink Floyd,A Foot in the Door: The Best of Pink Floyd,GBN9Y1100099,Rock > Psychedelic Rock
Antenna,The Church,Starfish,USAR10001042,Rock > Psychedelic Rock
Antojos,Los Chiches Vallenatos,Canciones de Primavera,COF019804234,Roots > Folk > Latin Folk > Vallenato
Anyone Alive?,The Chameleons,Why Call It Anything,USPBR0421319,Rock > Post-Punk
Añorando Tus Besos,Los Cadetes De Linares,15 Norteñas De Oro,QM6DC1877595,Roots > Regional Mexicano > Norteño
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,USBQU1700034,Rock > Indie Rock
April Skies,The Jesus And Mary Chain,Darklands ,GBAHT1100110,Rock > Post-Punk
Aqui Conmigo,Los Chiches del Vallenato,Los Mejores Vallenatos,DGA072133875,Roots > Folk > Latin Folk > Vallenato
Aqui Esta Mi Amor,La Mafia,Estas Tocando Fuego,USSD10004691,Roots > Regional Mexicano > Texano
Aquí,Jumbo,Restaurant,MXF019900414,Rock > Indie Rock
Aquí Conmigo,Los Chiches Vallenatos,La Otra Mitad,COF010001751,Roots > Folk > Latin Folk > Vallenato
Arrastrando La Cobija,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801502,Roots > Regional Mexicano > Norteño
Atomic,Sleeper,Inbetweener - The Best of Sleeper,GBARL9600060,Rock > Indie Rock
Aunque Seas De Otro,Los Invasores de Nuevo León,Amor A La Ligera,MXF068300012,Roots > Regional Mexicano > Norteño
Aunque no sea conmigo (feat. Café Tacvba),Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001118,Roots > Cumbia
Awkward ,San Cisco,San Cisco,AUU221100001,Rock > Indie Rock
Ay Hombe,Various Interprets,Canto Vallenato,COS010200058,Roots > Folk > Latin Folk > Vallenato
Ayer Y Hoy,La Combinación Vallenata,La Combinación Vallenata Vol.7,COC010526175,Roots > Folk > Latin Folk > Vallenato
Ayúdame,Pesado,Pesadisimo,MXF160000550,Roots > Regional Mexicano > Norteño
Ayúdame a Olvidarla,Miguel Morales,Vallenato Hits,DGA072134174,Roots > Folk > Latin Folk > Vallenato
Babies,Pulp,His 'N' Hers,GBAAN9200004,Rock > Indie Rock
Back In Black,AC/DC,Back In Black,AUAP08000046,Rock > Hard Rock > Hard Rock (Standard)
Back Off Bitch,Guns N' Roses,Use Your Illusion I,USGF19141508,Rock > Hard Rock > Hard Rock (Standard)
Back into the Womb,Moses Gunn Collective,Mercy Mountain,TCACT1674472,Rock > Psychedelic Rock
Bad Obsession,Guns N' Roses,Use Your Illusion I,USGF19141507,Rock > Hard Rock > Hard Rock (Standard)
Bajo Mil Llaves,Los Invasores de Nuevo León,Bajo Mil Llaves,MXF068900013,Roots > Regional Mexicano > Norteño
Baker Street,Gerry Rafferty,City to City,GBAYE7800619,Rock > Soft Rock
Bar Italia,Pulp,Different Class,GBAAN9500150,Rock > Indie Rock
Barracuda,Heart,Little Queen,USSM10009075,Rock > Hard Rock > Hard Rock (Standard)
Basket Case,Green Day,Dookie,USRE11600554,Rock > Pop Punk
Battery,Metallica,S&M,GBAMC9900025,Metal > Thrash Metal
Bañarte en Mis Sueños,Binomio De Oro De América,A Su Gusto,COC019622915,Roots > Folk > Latin Folk > Vallenato
Be Yourself,Audioslave,Out of Exile,USIR10500509,Rock > Hard Rock > Power Ballad
Beautiful,Creed,Human Clay,USWU39903053,Rock > Hard Rock > Hard Rock (Standard)
Bed Of Roses,Bon Jovi,Keep The Faith,USPG19290093,Rock > Hard Rock > Power Ballad
Beetlebum,Blur,Blur,GBAYE1400840,Rock > Indie Rock
Better Man,Pearl Jam,Vitalogy,USSM11100237,Rock > Grunge
Big Empty ,Stone Temple Pilots,Purple ,USRH11901681,Rock > Grunge
Bitter Sweet Symphony,The Verve,Bitter Sweet Symphony,GBAAA9700049,Rock > Progressive Rock
Black,Pearl Jam,Ten,USSM19100412,Rock > Grunge
Black Hole Sun,Soundgarden,Superunknown,USAM19400007,Rock > Psychedelic Rock
Black Magic Woman / Gypsy Queen,Santana,Abraxas,USSM17000311,Rock > Blues Rock
Black Sheep,Metric,Black Sheep,CARB70905801,Rock > Indie Rock
Bleeding Me,Metallica,S&M,GBAMC9900014,Metal > Heavy Metal
Blood,Editors,The Back Room,GBGAC0500007,Rock > Post-Punk
Blue Hotel,Chris Isaak,Chris Isaak,USRE19902102,Rock > Roots Rock
Bohemian Rhapsody,Queen,A Night At The Opera,GBUM71029604,Rock > Progressive Rock
Bolero Falaz,Aterciopelados,El Dorado,USBL10100446,Rock > Indie Rock
Bones,Editors,An End Has a Start,GBGAC0700018,Rock > Post-Punk
Born To Be Wild,Steppenwolf,Steppenwolf,USMC16846563,Rock > Hard Rock > Hard Rock (Standard)
Break on Through (To the Other Side) ,The Doors,The Doors ,USRH11605697,Rock > Psychedelic Rock
Breakfast In America,Supertramp,Breakfast In America,USUM71021483,Rock > Soft Rock
Breed,Nirvana,Nevermind,USGF19942504,Rock > Grunge
Bring It On,Gomez,Liquid Skin,GBAAA9900405,Rock > Indie Rock
Buffalo,The Phoenix Foundation,Buffalo - 10 Year Anniversary Edition,NZPF11000002,Rock > Indie Rock
Burn,The Cure,The Crow Original Motion Picture Soundtrack,USAT20180654,Rock > Post-Punk
Busca Un Confidente,Los Diablitos,Lenguaje Universal,COC019723289,Roots > Folk > Latin Folk > Vallenato
Buscare Otro Amor,Los Inquietos Del Vallenato,Por Siempre,COC011308939,Roots > Folk > Latin Folk > Vallenato
C'mere,Interpol,Antics,USMTD0461608,Rock > Post-Punk
Cada Vez Que Resuelles,Conjunto Oro,Vete A Buscar Aquel,BK4DA2464831,Roots > Regional Mexicano > Norteño
Cantares,Joan Manuel Serrat,24 Paginas Inolvidables,ES5020000250,Roots > Folk > Latin Folk > Trova Cubana
Cara de Pizza,Cuca,La Invasion De Los Blatidos,MXF019201085,Rock > Hard Rock > Hard Rock (Standard)
Castígame,Los Invasores de Nuevo León,Puros Éxitos,MXF068300006,Roots > Regional Mexicano > Norteño
Casualidad,Nelson Velasquez,Conquistando Corazones,COSO10701351,Roots > Folk > Latin Folk > Vallenato
Cautionary Tale,Dylan LeBlanc,Cautionary Tale,QMHFC1500023,Rock > Roots Rock
Chao Chao Amor,Luis Y Julian,Homenaje A Luis Garza,MXUM70801825,Roots > Regional Mexicano > Norteño
Cien años,Pedro Infante,15 Inmortales de Pedro Infante,MXF160100062,Roots > Regional Mexicano > Ranchera
Civil War,Guns N' Roses,Use Your Illusion II,USGF19142001,Rock > Hard Rock > Hard Rock (Standard)
Clocks,Coldplay,A Rush of Blood to the Head,GBAYE1600193,Rock > Indie Rock
Cochise,Audioslave,Audioslave,USSM10211584,Rock > Hard Rock > Hard Rock (Standard)
Coffee & TV,Blur,13,GBAYE9900133,Rock > Indie Rock
Cold Cold Man,Saint Motel,My Type EP,GBAYE1400934,Rock > Indie Rock
Color Me Once,Violent Femmes,The Crow Original Motion Picture Soundtrack,USAT20180659,Roots > Folk > Traditional Folk
Colorblind,Counting Crows,This Desert Life,USIR19915025,Rock > Soft Rock
Colourless Dream,Sad Lovers & Giants,Epic Garden Music,GBBLY9000276,Rock > Post-Punk
Coma,Guns N' Roses,Use Your Illusion I,USGF19141516,Rock > Hard Rock > Hard Rock (Standard)
Come As You Are,Nirvana,Nevermind,USGF19942503,Rock > Grunge
Comfortably Numb,Pink Floyd,A Foot in the Door: The Best of Pink Floyd,GBN9Y1100113,Rock > Psychedelic Rock
Common People,Pulp,Hits,GBAAN9500078,Rock > Indie Rock
Como Duele El Frio,Jose Luis Carrascal,Corazon Vallenato,COC010225263,Roots > Folk > Latin Folk > Vallenato
Como Llama,El Poder Del Norte,Como Llama,MXUM70801000,Roots > Regional Mexicano > Norteño
Como Me Duele Amor,La Mafia,Estas Tocando Fuego,USSD19104001,Roots > Regional Mexicano > Texano
Como Quien Pierde una Estrella,Alejandro Fernández,Esencial Diego El Cigala,MXF140500217,Roots > Regional Mexicano > Ranchera
Como Vamos A Quedar,Binomio De Oro De América,Más Cerca De Ti,COC019924106,Roots > Folk > Latin Folk > Vallenato
Como olvidarte,Costumbre,Se repite la historia,USWL10300007,Roots > Regional Mexicano > Texano
Comprendeme,Ivan Villazon,Pongale la Firma,US7VG1453883,Roots > Folk > Latin Folk > Vallenato
Con La Misma Piedra,Grupo Limite,Por Puro Amor,MXUM72500388,Roots > Regional Mexicano > Norteño
Con Quien Andaras,Los Valbuena,Solo Éxitos,QM6N21966417,Roots > Folk > Latin Folk > Vallenato
Contigo,Intocable,Contigo,USEL19900235,Roots > Regional Mexicano > Texano
Corazón De Oro,Los Invasores de Nuevo León,15 Boleros De Oro,MXF068800009,Roots > Regional Mexicano > Norteño
Corazón partío,Alejandro Sanz,Más,ES5159706045,Roots > Folk > Latin Folk > Flamenco Pop
Corduroy (Remastered),Pearl Jam,Vitalogy,USSM11100234,Rock > Grunge
Cosas Del Ayer,Los Cadetes De Linares,Compilacion Norteña,QM6DC1879925,Roots > Regional Mexicano > Norteño
Crazy,Aerosmith,Get A Grip,USIR10000428,Rock > Hard Rock > Power Ballad
Creep ,Stone Temple Pilots,Core ,USAT21702681,Rock > Grunge
Creeping Death,Metallica,Metallica,QMKHM1900014,Metal > Thrash Metal
Cryin',Aerosmith,Get A Grip,USIR10000430,Rock > Hard Rock > Power Ballad
Cuando Casi Te Olvidaba,Los Diablitos,Mas Vallenato,COC019924021,Roots > Folk > Latin Folk > Vallenato
Cuando Yo Quería Ser Grande,Alejandro Fernández,Lo Esencial De Alejandro Fernández,MXF149200041,Roots > Regional Mexicano > Ranchera
Cuanto te amo,Costumbre,Se repite la historia,USWL10300011,Roots > Regional Mexicano > Texano
Cuatro Paredes,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011688,Roots > Regional Mexicano > Texano
Cuatro Rosas,Jorge Celedón,Jorge Celedón & Jimmy Zambrano  De Lo Nuevo... Lo Mejor,COS010400081,Roots > Folk > Latin Folk > Vallenato
Cumbia poder,Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001121,Roots > Cumbia
Cumbia sobre el río / Interludio,Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001112,Roots > Cumbia
Cursed Mirror,Superchunk,Come Pick Me Up (Remastered),USMRG1516303,Rock > Indie Rock
Cuándo sale la luna,Pedro Infante,60 Rancheras Inmortales,MXF160102333,Roots > Regional Mexicano > Ranchera
Cómo Duele,Negami,Yo Sé Que Te Acordarás Texano,USUM71406274,Roots > Regional Mexicano > Texano
Cómo Olvidarla,La Firma,Para Recordar,MXF149900313,Roots > Regional Mexicano > Texano
Cómo Olvidarte,Luz Mabel,Como Olvidarte,USR010615641,Roots > Folk > Latin Folk > Vallenato
Cómo Te Extraño,El Poder Del Norte,Mi Decisión,MXUM71001125,Roots > Regional Mexicano > Norteño
Dakota,Stereophonics,Language.Sex.Violence.Other?,GBBLK0500005,Rock > Indie Rock
Damn The River,The Phoenix Foundation,Pegasus,NZFM00500891,Rock > Indie Rock
Dance With Me,Lords Of The New Church,Is Nothing Sacred?,USIR38600006,Rock > Post-Punk
Danger Zone (From Top Gun Original Soundtrack),Kenny Loggins,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),USSM18600108,Rock > Hard Rock > Hard Rock (Standard)
Dark Entries,Bauhaus,Singles,GBAFL1100041,Rock > Post-Punk
Daughter (Remastered),Pearl Jam,Vs.,USSM11100214,Rock > Grunge
De Qué Sirvió,El Poder Del Norte,Con Ganas De Tí,MXUM70801200,Roots > Regional Mexicano > Norteño
De Ti Enamorado,Banda Sinaloense MS de Sergio Lizárraga,Amor Enfermo,USUM71100580,Roots > Regional Mexicano > Banda
Dead Disco Dancer,O. Children,O. Children,GB4BW0900003,Rock > Post-Punk
Dear Prudence,Siouxsie & The Banshees,Hyaena,GBAKW8301002,Rock > Psychedelic Rock
Death,White Lies,To Lose My Life ...,GBUM70811880,Rock > Post-Punk
Decídete,El Poder Del Norte,Imaginate Sin Ellos,MXUM70801017,Roots > Regional Mexicano > Norteño
Derrotado Corazón,Los Invasores de Nuevo León,15 Boleros De Oro,MXF068200004,Roots > Regional Mexicano > Norteño
Desde Hoy,Duelo,Desde Hoy,USUM50310881,Roots > Regional Mexicano > Texano
Desire Lines,Deerhunter,Halcyon Digest,GBAFL1000184,Rock > Indie Rock
Desprecio,Los Cadetes De Linares,Las Mas Tocadas,QM6DC1880000,Roots > Regional Mexicano > Norteño
Despues de Amar,Los Inquietos Del Vallenato,Sueños de Colombia,COC011309353,Roots > Folk > Latin Folk > Vallenato
Destination,The Church,Starfish,USAR10001037,Rock > Psychedelic Rock
Desvelado,Bobby Pulido,Desvelado,USEL19500415,Roots > Regional Mexicano > Texano
Dicen Por Ahi,Negami,Nuestra Voz... Nuestra Historia,USHM20862890,Roots > Regional Mexicano > Texano
Diez Segundos,Los Gigantes del Vallenato,Son Los Gigantes,QMBZ91628155,Roots > Folk > Latin Folk > Vallenato
Difícil de Igualar,Binomio De Oro De América,Difícil De Igualar,COC010024748,Roots > Folk > Latin Folk > Vallenato
Dile,Pesado,Todo tuyo,MXF160000276,Roots > Regional Mexicano > Norteño
Dime Cómo Te Olvido,Binomio De Oro De América,Haciendo Historia,COC010125216,Roots > Folk > Latin Folk > Vallenato
Dime Dime,Los Valbuena,Solo Éxitos,QM6N21966418,Roots > Folk > Latin Folk > Vallenato
Dime Dios,La Combinación Vallenata,La Combinacion Vallenata,COC019723065,Roots > Folk > Latin Folk > Vallenato
Dime Porque,A.B. Quintanilla III Y Los Kumbia Kings,Shhh!,USEL10100021,Roots > Cumbia
Dime Quién,A.B. Quintanilla III Y Los Kumbia Kings,"Amor, Familia Y Respeto",USEL19900110,Roots > Cumbia
Dime que me quieres,La Combinación Vallenata,La Combinacion Vallenata,COC019723062,Roots > Folk > Latin Folk > Vallenato
Disco 2000,Pulp,Different Class,GBAAN9500145,Rock > Indie Rock
Disorder,Joy Division,The Best Of,GBAAP9700168,Rock > Post-Punk
Distintos Destinos,Binomio De Oro De América,Seguimos Por Lo Alto,COC019723268,Roots > Folk > Latin Folk > Vallenato
Diving Woman,Japanese Breakfast,Soft Sounds from Another Planet,USJ5G1713301,Rock > Indie Rock
Do the Evolution,Pearl Jam,Yield,USSM19703251,Rock > Grunge
Don't Cry,Guns N' Roses,Use Your Illusion II,USGF19142013,Rock > Hard Rock > Power Ballad
Don't Cry (Original),Guns N' Roses,Use Your Illusion I,USGF19141504,Rock > Hard Rock > Power Ballad
Don't Damn Me,Guns N' Roses,Use Your Illusion I,USGF19141513,Rock > Hard Rock > Hard Rock (Standard)
Don't Dream It's Over,Crowded House,Crowded House,USCA28600048,Rock > Indie Rock
Don't Fall,The Chameleons,John Peel Sessions ,GBCAD1300232,Rock > Post-Punk
Don't Look Back in Anger ,Oasis ,Time Flies... 1994-2009 ,GBQCP1400110,Rock > Indie Rock
Don't Stop Me Now,Queen,Greatest Hits,GBUM71029610,Rock > Hard Rock > Hard Rock (Standard)
Dos Culpables,Adriana Lucia,Te Amaría,COFC10071110,Roots > Folk > Latin Folk > Vallenato
Doused,DIIV,Oshin,US8YA1200154,Rock > Indie Rock
Drain You,Nirvana,Nevermind,USGF19942508,Rock > Grunge
Dream Girls,Moses Gunn Collective,Dream Girls,TCACQ1630251,Rock > Indie Rock
Dream On,Aerosmith,Aerosmith,USSM10011897,Rock > Hard Rock > Power Ballad
Drive,R.E.M.,Automatic For The People,USC4R1700238,Rock > Indie Rock
Drive That Fast,Kitchens Of Distinction,Strange Free World,GBBTF1600184,Rock > Indie Rock
Dumb,Nirvana,In Utero,USGF19960706,Rock > Grunge
Dust N' Bones,Guns N' Roses,Use Your Illusion I,USGF19141502,Rock > Hard Rock > Hard Rock (Standard)
Dust in the Wind,Kansas,Point Of Know Return ,USSM10103196,Rock > Folk Rock
Duvet,bôa,Twilight,USCGJ0659337,Rock > Indie Rock
Déjame Soñar,El Plan,Palabras,QM7281713648,Roots > Regional Mexicano > Texano
Eclipse,Emilio Navaira,Southern Exposure,USEL19300538,Roots > Regional Mexicano > Texano
Edgar Allan Poe Was a Hardcore Dancer,Modern Aquatic,Laurel Leaves - EP,USHM21720484,Rock > Indie Rock
Edge of Seventeen ,Stevie Nicks,Bella Donna ,USRH11604715,Rock > Soft Rock
Eine Symphonie des Grauens,The Monochrome Set,Compendium 75-95,GBBLY8200197,Rock > Post-Punk
El Abandonado,Boni Mauricio Y Maximos,El Abandonado,US2Y30633268,Roots > Regional Mexicano > Norteño
El Amigo Que Se Fué,Intocable,Contigo,USEL19900216,Roots > Regional Mexicano > Texano
El Amor No Acaba,Duelo,El Amor No Acaba,USUM50110270,Roots > Regional Mexicano > Texano
El Breve Espacio en Que No Estás,Pablo Milanes,"Pablo Milanés, In Memoriam (1943-2022)",PEMG91209011,Roots > Folk > Latin Folk > Trova Cubana
El Cazador,Bobby Pulido,Entre Besos Y Heridas,USJE61302071,Roots > Regional Mexicano > Texano
El Circo,Albert Zamora Y Talento,En Concierto,US2Y30632543,Roots > Regional Mexicano > Norteño
El Color de Tus Ojos,Natalia Jiménez,México de Mi Corazón,USSD11900271,Roots > Regional Mexicano > Banda
El Dolor De Tu Presencia,Jennifer Pena,Libre,USUM50210527,Roots > Regional Mexicano > Texano
El Invierno Pasado,Jorge Celedón,Jorge Celedón & Jimmy Zambrano  De Lo Nuevo... Lo Mejor,COS010400082,Roots > Folk > Latin Folk > Vallenato
El Pachuco,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011706,Roots > Regional Mexicano > Texano
El Preso,Bernardo Y Sus Compadres,Bailando en Texas,USPWN0810045,Roots > Cumbia
El Que Hoy Está en Tu Lugar,Jenni Rivera,Misión Cumplida,QMEU32217215,Roots > Regional Mexicano > Banda
El Son del Dolor,Cuca,La Invasion De Los Blatidos,MXF019600609,Rock > Hard Rock > Hard Rock (Standard)
Ella Es Así,Emilio Navaira,A Mi Gente,USEL19700407,Roots > Regional Mexicano > Texano
Ella Es Mi Vida,Wilfran Castillo,Un Castillo De Canciones,COC010124888,Roots > Folk > Latin Folk > Vallenato
Ella Se Llevó Mi Vida,Wilfran Castillo,Sentido Común,USR010613659,Roots > Folk > Latin Folk > Vallenato
Elvis' Flaming Star,Pond,Man It Feels Like Space Again,AUUM71401709,Rock > Psychedelic Rock
Elysium,Gavin Greenaway,Gladiator: 20th Anniversary Edition,USUMC0000067,Score
En El Muelle de San Blas ,Mana,Sueños Líquidos ,MXF151900175,Rock > Soft Rock
En Tu Basura,El Poder Del Norte,Ranchero,MXUM70800948,Roots > Regional Mexicano > Norteño
En Tu Sonrisa,El Poder Del Norte,Como Llama,MXUM71000326,Roots > Regional Mexicano > Norteño
Enamorada,El Poder Del Norte,Como Llama,MXUM71000249,Roots > Regional Mexicano > Norteño
Enamórate Como Yo,Adriana Lucia,Enamórate Como Yo,COFC19732001,Roots > Folk > Latin Folk > Vallenato
Enamórate De Alguien,El Poder Del Norte,Imaginate Sin Ellos,MXUM70801003,Roots > Regional Mexicano > Norteño
Enséñame,Bobby Pulido,Enséñame,USEL19600374,Roots > Regional Mexicano > Texano
Enter Sandman,Metallica,S&M,GBAMC9900023,Metal > Heavy Metal
Entre el Cielo y la Tierra,Los Chiches Vallenatos,La Otra Mitad,COF010001994,Roots > Folk > Latin Folk > Vallenato
Entrégame Tu Amor,Los Inquietos Del Vallenato,Sueños de Colombia,COC011308927,Roots > Folk > Latin Folk > Vallenato
Eras Diferente,Erick Escobar,Mis Nuevos Cantares,COF019900728,Roots > Folk > Latin Folk > Vallenato
Eres,Café Tacvba,Cuatro Caminos,USMC10300331,Rock > Indie Rock
Eres Lo Contrario,Erick Escobar,Mis Nuevos Cantares,COF019900736,Roots > Folk > Latin Folk > Vallenato
Es Por Ti,Los Inquietos Del Vallenato,Sueños de Colombia,COC011309351,Roots > Folk > Latin Folk > Vallenato
Eslabón Por Eslabón,Los Invasores de Nuevo León,Ni Dada La Quiero,MXF068200015,Roots > Regional Mexicano > Norteño
Esperare,Costumbre,Se repite la historia,USWL10300008,Roots > Regional Mexicano > Texano
Esta Soledad en el Alma,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010006047,Roots > Folk > Latin Folk > Vallenato
Estar Enamorado (En Vivo),Costumbre,En Vivo Desde la Arena Monterrey,USHM82396666,Roots > Regional Mexicano > Texano
Estar enamorado,Costumbre,Fantasia,USWL10400089,Roots > Regional Mexicano > Texano
Estas Tocando Fuego,La Mafia,Estas Tocando Fuego,USSD10005255,Roots > Regional Mexicano > Texano
Estoy Enamorada De Ti,Salomón Robles Y Sus Legendarios,Por Favor... No Me Compares,MXUM70806406,Roots > Regional Mexicano > Norteño
Estranged,Guns N' Roses,Use Your Illusion II,USGF19142011,Rock > Hard Rock > Power Ballad
Europa (Earth's Cry Heaven's Smile),Santana,Amigos,USSM10013400,Rock > Blues Rock
Even Flow,Pearl Jam,Ten,USSM19100673,Rock > Grunge
Ever Fallen in Love (With Someone You Shouldn't've?),Buzzcocks,Love Bites,GBCEL1800236,Rock > Pop Punk
Every Breath You Take,The Police,Synchronicity,GBAAM0201110,Rock > Post-Punk
Everybody Hurts,R.E.M.,Automatic For The People,USC4R1700241,Rock > Soft Rock
Everyday Is Like Sunday ,Morrissey,Bona Drag,GBAYE1000844,Rock > Indie Rock
Evil,Interpol,Antics,USMTD0461602,Rock > Post-Punk
